Date,Open,High,Low,Close,Volume
2018-01-01,154.63,156.75,152.0,155.14,80400
2018-01-02,153.0,162.0,152.65,157.53,95300
2018-01-03,158.74,159.49,154.0,154.3,35500
2018-01-04,152.5,156.98,152.5,154.99,30900
2018-01-05,153.86,161.0,153.86,158.56,93600
2018-01-08,160.5,165.0,157.01,157.71,207100
2018-01-09,158.95,165.59,158.6,164.98,449800
2018-01-10,167.0,171.5,166.01,168.75,339700
2018-01-11,168.9,168.9,163.0,163.66,161000
2018-01-12,162.65,163.0,155.5,156.59,49800
2018-01-15,153.05,155.4,148.85,149.38,37600
2018-01-16,150.0,156.5,149.51,153.18,88700
2018-01-17,152.5,154.89,151.6,154.33,47600
2018-01-18,157.25,159.9,154.75,156.89,73000
2018-01-19,158.4,163.0,157.0,162.14,134100
2018-01-22,163.49,167.0,162.0,163.42,133800
2018-01-23,164.25,165.0,162.0,162.78,84100
2018-01-24,164.44,167.0,161.0,163.02,105300
2018-01-25,163.0,163.47,160.02,161.11,42100
2018-01-26,162.0,162.0,155.02,156.78,59400
2018-01-29,158.5,164.61,158.01,164.61,125400
2018-01-30,170.99,172.84,166.0,168.89,501900
2018-01-31,170.5,177.33,170.5,177.33,344100
2018-02-01,186.0,186.19,184.0,186.19,53400
2018-02-02,195.49,195.49,195.49,195.49,12600
2018-02-06,197.99,205.26,192.0,205.26,456400
2018-02-07,213.99,215.52,206.5,207.71,438500
2018-02-08,211.99,218.09,205.0,206.26,560100
2018-02-09,203.0,203.0,195.95,196.77,333100
2018-02-12,196.5,197.45,188.01,189.39,138000
2018-02-13,191.02,198.85,190.11,198.85,241100
2018-02-14,197.8,206.9,191.0,193.21,261800
2018-02-15,193.0,200.0,188.0,189.82,133500
2018-02-16,190.0,195.0,189.0,193.51,100300
2018-02-19,195.01,198.25,193.0,193.66,69800
2018-02-20,192.0,192.0,183.98,185.85,129200
2018-02-21,192.0,193.0,184.51,187.01,101000
2018-02-22,181.5,196.36,181.5,194.74,310400
2018-02-23,204.0,204.47,196.27,204.47,678600
2018-02-26,208.98,210.5,200.0,202.2,707200
2018-02-27,198.0,203.98,194.5,195.62,143200
2018-02-28,195.8,200.0,194.25,195.03,81500
2018-03-01,195.82,204.78,195.82,200.98,399600
2018-03-02,201.0,211.02,201.0,211.02,511300
2018-03-05,212.5,221.57,212.5,221.57,528100
2018-03-06,226.26,232.64,218.0,224.0,1263000
2018-03-07,224.98,226.48,220.0,222.76,289000
2018-03-08,221.0,233.89,221.0,233.89,504900
2018-03-09,237.5,245.58,237.5,244.67,896700
2018-03-12,243.5,249.99,236.07,237.56,304800
2018-03-13,239.0,244.1,236.25,237.33,335500
2018-03-14,237.0,242.0,232.0,232.9,153100
2018-03-15,233.01,237.0,228.0,229.0,187600
2018-03-16,228.5,235.0,223.1,230.34,460300
2018-03-19,230.35,241.85,230.35,241.85,688000
2018-03-20,245.0,249.5,236.0,237.18,687000
2018-03-21,239.01,249.03,233.75,249.03,774500
2018-03-22,255.0,261.48,247.0,261.24,1021500
2018-03-26,265.0,272.45,262.11,266.84,1137200
2018-03-27,269.0,272.5,261.1,263.3,424500
2018-03-28,263.0,274.0,258.02,270.19,1330600
2018-03-29,269.5,272.79,262.31,265.41,597100
2018-03-30,266.01,266.9,256.0,258.91,298300
2018-04-02,261.0,270.0,260.2,267.83,401900
2018-04-03,269.9,272.5,267.5,268.27,815900
2018-04-04,268.5,270.9,263.0,264.36,427400
2018-04-05,266.0,267.9,259.9,261.0,169500
2018-04-06,263.8,270.75,259.15,265.75,621800
2018-04-09,265.99,267.74,263.22,264.03,145400
2018-04-10,264.97,266.5,261.6,265.22,205100
2018-04-11,264.98,272.0,261.1,263.73,715900
2018-04-12,265.25,265.5,250.55,250.87,1207500
2018-04-13,248.21,263.41,248.2,263.36,1917900
2018-04-16,265.9,267.99,257.0,259.04,1068700
2018-04-17,260.4,260.5,253.5,255.65,427700
2018-04-18,256.0,267.5,254.0,262.74,1014300
2018-04-19,263.0,263.0,254.01,256.13,327300
2018-04-20,257.9,257.9,252.1,253.32,100800
2018-04-23,253.0,258.0,252.25,255.14,273000
2018-04-24,256.0,259.99,242.39,244.53,434300
2018-04-25,233.5,238.6,232.31,232.35,1032200
2018-04-26,233.99,237.0,228.65,230.0,337700
2018-04-27,232.8,235.0,231.1,232.49,119800
2018-04-30,233.0,235.0,229.0,229.19,120800
2018-05-02,228.5,229.51,223.5,224.36,119500
2018-05-03,222.1,222.99,213.15,213.17,493800
2018-05-04,211.5,223.82,209.0,218.15,446900
2018-05-07,195.1,202.93,195.0,202.93,47800
2018-05-08,209.0,213.07,207.55,213.07,508900
2018-05-09,217.8,217.8,204.0,207.63,209600
2018-05-10,208.0,210.3,205.1,206.19,65800
2018-05-11,208.0,215.0,204.5,205.83,114200
2018-05-14,202.0,202.75,195.54,195.54,151700
2018-05-15,194.0,202.99,192.0,198.22,324600
2018-05-16,199.99,202.0,196.0,196.48,82000
2018-05-17,195.1,196.0,187.06,188.45,28200
2018-05-18,185.2,186.0,180.0,180.83,150900
2018-05-21,179.99,183.99,173.01,175.56,66400
2018-05-22,175.0,179.49,172.0,176.12,125700
2018-05-23,177.0,178.0,171.05,171.5,104000
2018-05-24,168.0,170.5,165.01,166.28,70500
2018-05-25,166.05,166.05,161.03,162.32,45600
2018-05-28,160.1,163.99,158.5,161.73,113000
2018-05-29,166.0,169.81,163.0,169.81,79000
2018-05-30,178.3,178.3,178.3,178.3,6100
2018-05-31,187.21,187.21,182.21,187.21,282500
2018-06-01,189.9,196.57,183.88,196.57,138400
2018-06-04,201.0,205.99,199.0,201.57,169100
2018-06-05,202.88,202.88,191.5,191.52,315300
2018-06-06,188.0,189.0,181.95,182.15,269800
2018-06-07,178.51,189.5,178.51,185.22,361400
2018-06-11,186.1,186.8,175.96,177.21,82000
2018-06-12,176.01,176.01,168.35,169.3,57600
2018-06-13,166.99,177.76,166.99,177.76,95900
2018-06-14,181.0,185.9,181.0,183.01,141900
2018-06-19,184.5,192.16,184.5,192.16,298400
2018-06-20,195.0,196.88,184.05,185.93,368900
2018-06-21,182.01,183.99,177.01,178.16,109100
2018-06-22,178.0,184.5,170.0,170.73,157000
2018-06-25,170.99,173.73,166.99,168.01,155600
2018-06-26,168.06,176.41,168.06,175.89,437200
2018-06-27,176.0,182.99,175.55,179.87,350100
2018-06-28,178.6,188.86,176.0,182.88,450200
2018-06-29,183.0,183.3,178.5,179.67,152600
2018-07-02,180.99,182.0,178.0,178.73,61000
2018-07-03,177.01,179.0,175.5,176.02,27100
2018-07-04,173.05,174.0,167.22,167.22,107200
2018-07-05,165.0,170.0,163.0,166.68,147100
2018-07-06,165.0,168.9,163.15,165.99,110200
2018-07-09,170.0,170.0,157.7,157.7,161300
2018-07-10,154.0,157.48,149.82,155.48,311400
2018-07-11,155.95,157.99,151.0,151.87,190900
2018-07-12,150.0,150.0,146.0,149.08,129400
2018-07-13,148.01,153.0,148.01,151.83,258100
2018-07-16,151.5,156.53,149.1,152.12,162400
2018-07-17,153.0,154.7,150.0,152.37,250300
2018-07-18,152.98,157.5,151.5,155.5,291400
2018-07-19,156.99,163.27,154.0,159.11,912700
2018-07-20,159.99,160.0,153.49,154.36,202900
2018-07-23,153.0,154.0,151.0,152.34,74400
2018-07-24,154.88,158.5,154.5,157.15,244000
2018-07-26,160.0,161.0,157.1,158.35,250400
2018-07-27,160.0,166.26,158.6,166.26,445100
2018-07-30,170.99,174.57,170.99,174.57,125900
2018-07-31,178.0,178.98,165.85,165.87,925500
2018-08-01,165.0,168.8,163.0,165.85,250500
2018-08-02,167.75,168.0,163.51,164.13,143100
