Date,Open,High,Low,Close,Volume
2018-01-01,767.95,790.0,767.95,790.0,1450
2018-01-02,773.0,809.0,773.0,790.28,4250
2018-01-03,795.0,795.0,763.06,768.45,9150
2018-01-04,755.14,778.8,735.0,759.32,11350
2018-01-05,761.0,781.99,755.0,756.08,3000
2018-01-08,764.5,780.0,764.5,773.55,1850
2018-01-09,779.99,779.99,772.0,772.0,150
2018-01-10,784.98,810.59,780.0,800.52,10050
2018-01-11,800.52,800.52,790.0,795.0,650
2018-01-12,780.0,801.0,775.0,789.2,1150
2018-01-15,780.05,785.0,770.0,777.0,10350
2018-01-16,781.0,781.0,781.0,781.0,50
2018-01-17,770.01,781.0,770.01,781.0,250
2018-01-18,794.5,815.0,794.5,799.98,36900
2018-01-19,828.0,839.89,800.0,802.83,18250
2018-01-22,812.0,830.0,812.0,819.68,5900
2018-01-23,837.97,837.97,806.01,823.29,1300
2018-01-24,834.98,834.98,782.13,785.82,6500
2018-01-25,795.0,795.0,785.0,794.99,11200
2018-01-26,795.0,800.0,795.0,795.42,2350
2018-01-29,805.0,805.0,785.0,803.02,10550
2018-01-30,800.0,812.0,800.0,806.0,1800
2018-01-31,800.11,813.95,800.11,813.13,850
2018-02-01,814.0,816.0,806.0,813.5,7350
2018-02-02,815.0,820.0,815.0,818.0,1250
2018-02-06,800.0,825.0,780.0,820.0,3500
2018-02-07,820.0,843.0,810.15,814.73,8550
2018-02-08,807.02,807.02,795.99,800.5,80950
2018-02-09,828.0,828.0,790.0,794.95,11600
2018-02-12,805.0,805.0,785.0,785.86,1750
2018-02-13,782.0,795.0,780.0,789.52,4800
2018-02-14,786.0,786.0,770.0,771.19,1400
2018-02-15,776.99,785.99,764.0,764.0,1400
2018-02-16,783.0,783.0,783.0,783.0,50
2018-02-19,771.26,780.0,771.26,776.11,1100
2018-02-20,771.0,788.0,771.0,788.0,3300
2018-02-21,777.0,777.0,760.0,763.27,6650
2018-02-22,750.0,775.0,750.0,765.01,1300
2018-02-23,765.1,765.1,765.0,765.0,700
2018-02-26,762.0,762.0,761.01,761.01,250
2018-02-27,790.0,790.0,757.0,760.2,9850
2018-02-28,761.0,767.0,760.0,761.75,2400
2018-03-01,760.0,765.0,760.0,764.93,14200
2018-03-02,763.25,770.0,763.25,770.0,600
2018-03-05,773.0,773.0,763.0,767.51,550
2018-03-06,773.0,773.0,765.0,769.28,2400
2018-03-07,765.0,765.5,760.0,762.18,2350
2018-03-08,775.0,800.2,755.0,770.0,3850
2018-03-09,770.0,775.0,755.0,755.0,1350
2018-03-12,777.0,777.5,755.0,755.0,400
2018-03-13,755.0,765.0,754.0,765.0,650
2018-03-14,760.02,762.1,750.01,762.0,300
2018-03-15,765.02,770.0,762.0,762.01,2550
2018-03-16,763.0,763.0,751.05,751.05,2300
2018-03-19,755.0,755.0,755.0,755.0,50
2018-03-20,755.0,775.0,750.0,770.55,8850
2018-03-21,770.5,777.7,765.0,765.0,2250
2018-03-22,762.0,775.0,760.0,775.0,3550
2018-03-26,775.0,775.05,774.0,775.01,11750
2018-03-27,771.0,778.5,770.0,776.75,1400
2018-03-28,782.0,785.0,782.0,782.97,550
2018-03-29,780.0,819.99,780.0,810.89,165250
2018-03-30,809.0,851.43,809.0,851.37,122050
2018-04-02,845.0,850.0,835.0,842.25,8450
2018-04-03,839.99,870.0,839.99,863.69,8000
