Date,Open,High,Low,Close,Volume
2018-01-01,236.3,250.0,235.0,247.33,56200
2018-01-02,246.0,252.0,243.0,246.23,139900
2018-01-03,245.0,247.5,239.1,239.95,68500
2018-01-04,240.0,241.8,238.01,239.16,26700
2018-01-05,240.95,251.11,240.0,250.93,381300
2018-01-08,253.59,263.42,253.0,259.89,367600
2018-01-09,260.01,260.01,251.0,253.98,156500
2018-01-10,255.0,266.67,253.5,266.67,503900
2018-01-11,274.0,280.0,270.5,276.36,780600
2018-01-12,278.0,282.98,265.65,268.08,295100
2018-01-15,262.75,264.35,254.68,254.72,105500
2018-01-16,254.55,266.0,254.55,259.89,82900
2018-01-17,259.0,268.0,259.0,264.98,273700
2018-01-18,270.28,278.1,263.0,267.87,466700
2018-01-19,269.0,281.26,269.0,277.33,708600
2018-01-22,279.9,289.99,279.9,282.33,376000
2018-01-23,281.2,289.98,270.0,285.42,782400
2018-01-24,290.0,299.69,290.0,297.35,1188400
2018-01-25,296.49,308.0,290.2,294.78,1019000
2018-01-26,295.0,305.0,290.0,303.3,550800
2018-01-29,301.9,309.85,296.0,304.12,536600
2018-01-30,305.0,308.0,302.0,305.87,400200
2018-01-31,307.5,307.5,299.0,300.2,115500
2018-02-01,303.0,308.25,302.5,304.62,323300
2018-02-02,307.5,315.88,306.5,310.5,538600
2018-02-06,305.84,311.88,301.0,307.63,415000
2018-02-07,310.96,315.39,292.25,305.53,800400
2018-02-08,306.05,308.0,297.02,302.01,94300
2018-02-09,298.1,305.5,293.5,301.32,339400
2018-02-12,301.5,301.5,292.2,296.18,136300
2018-02-13,297.75,301.0,295.0,295.94,93900
2018-02-14,296.0,296.0,288.15,289.94,199900
2018-02-15,289.1,292.48,276.2,278.5,196400
2018-02-16,272.5,292.42,272.5,290.98,256300
2018-02-19,289.0,297.0,288.9,292.69,114600
2018-02-20,290.0,296.5,285.49,295.06,46900
2018-02-21,299.99,300.0,290.0,292.41,60900
2018-02-22,290.0,301.5,288.98,300.36,240900
2018-02-23,302.0,304.4,292.0,293.51,250000
