Date,Open,High,Low,Close,Volume
2018-01-04,7100.0,7599.0,7055.0,7599.0,60
2018-01-22,7900.0,7900.0,7900.0,7900.0,40
2018-01-29,8000.0,8000.0,8000.0,8000.0,60
2018-01-31,8100.0,8100.0,8050.0,8050.0,40
2018-02-01,8100.0,8100.0,8100.0,8100.0,20
2018-02-02,7911.0,8100.0,7911.0,8100.0,80
2018-02-06,8200.0,8200.0,8200.0,8200.0,20
2018-02-07,8450.0,8450.0,8325.0,8387.5,40
2018-02-12,8300.0,8300.0,8300.0,8300.0,40
2018-02-16,8500.0,8500.0,8500.0,8500.0,20
2018-02-19,8500.0,8500.0,8500.0,8500.0,20
2018-02-21,8502.0,8502.0,8501.2,8501.2,40
2018-02-22,8900.0,8900.0,8900.0,8900.0,20
2018-02-26,8500.0,8500.0,8500.0,8500.0,40
2018-02-27,8925.0,8925.0,8924.97,8925.0,60
2018-02-28,8900.0,8900.0,8900.0,8900.0,20
2018-03-02,8900.0,8940.0,8900.0,8940.0,40
2018-03-05,9100.0,9100.0,9100.0,9100.0,60
2018-03-06,9300.0,9300.0,9300.0,9300.0,100
2018-03-07,9100.0,9595.0,9050.0,9500.0,120
2018-03-08,9350.0,9350.0,9350.0,9350.0,60
2018-03-20,9785.0,9817.0,9560.0,9812.5,300
2018-03-21,9800.0,9999.0,9800.0,9855.0,260
2018-03-26,9500.0,9550.0,9500.0,9550.0,60
2018-03-27,9600.0,9600.0,9550.0,9550.0,60
2018-03-28,9700.0,9700.0,9700.0,9700.0,60
2018-03-30,9895.0,9895.0,9895.0,9895.0,20
2018-04-02,9900.0,9950.0,9900.0,9900.0,200
2018-04-04,9900.0,9900.0,9800.0,9800.0,300
2018-04-05,9900.0,9900.0,9900.0,9900.0,140
2018-04-09,9750.0,9750.0,9750.0,9750.0,20
2018-04-13,9401.0,9401.0,9401.0,9401.0,20
2018-04-18,9250.0,9250.0,9000.0,9000.0,80
2018-04-19,9000.0,9000.0,9000.0,9000.0,20
2018-04-20,9000.0,9000.0,9000.0,9000.0,40
2018-04-26,9200.0,9200.0,9200.0,9200.0,20
2018-04-27,9000.0,9000.0,9000.0,9000.0,20
2018-04-30,8550.0,8550.0,8550.0,8550.0,20
2018-05-04,8350.0,8350.0,8100.0,8100.0,240
2018-05-07,8000.0,8279.0,8000.0,8174.5,200
2018-05-08,8582.0,8582.0,8499.99,8499.99,60
2018-05-09,8899.0,8899.0,8899.0,8899.0,40
2018-05-10,9199.0,9199.0,8454.05,8454.05,120
2018-05-11,8100.0,8100.0,8100.0,8100.0,40
2018-05-15,7755.0,7755.0,7695.0,7695.0,100
2018-05-16,7695.0,7695.0,7695.0,7695.0,40
2018-05-23,7998.0,7998.0,7998.0,7998.0,20
2018-05-24,8379.0,8379.0,8379.0,8379.0,20
2018-05-25,7960.05,8368.0,7960.05,8368.0,40
2018-05-28,8699.0,8699.0,8699.0,8699.0,20
2018-05-30,8264.05,8264.05,8264.05,8264.05,20
2018-05-31,7851.0,7851.0,7850.85,7850.85,40
2018-06-01,8199.0,8199.0,8000.0,8000.0,40
2018-06-04,8399.0,8399.0,7700.0,7998.0,80
