Ticker,Model,Target,MAE,MAPE,Accuracy_%,Horizon,Directional_Accuracy_%,Improvement_over_Naive_%
INDU,LSTM,Target_High,178.28,9.25,90.75,60,56.48,-12.38
INDU,Linear Regression,Target_High,173.92,9.45,90.55,60,51.63,-7.54
INDU,XGBoost,Target_High,189.1,10.26,89.74,60,59.76,-16.92
INDU,GRU,Target_High,197.56,10.29,89.71,60,43.52,-24.54
INDU,Random Forest,Target_High,214.34,11.9,88.1,60,39.02,-32.52
INDU,Linear Regression,Target_Low,163.35,9.16,90.84,60,44.72,-4.83
INDU,XGBoost,Target_Low,172.85,9.68,90.32,60,52.03,-10.92
INDU,GRU,Target_Low,188.63,10.13,89.87,60,19.91,-26.02
INDU,LSTM,Target_Low,216.35,11.61,88.39,60,16.67,-44.54
INDU,Random Forest,Target_Low,209.66,11.97,88.03,60,33.33,-34.54
LUCK,Random Forest,Target_High,138.98,12.2,87.8,60,75.2,9.82
LUCK,XGBoost,Target_High,144.85,13.09,86.91,60,60.98,6.01
LUCK,Linear Regression,Target_High,145.46,13.5,86.5,60,52.85,5.61
LUCK,GRU,Target_High,157.67,14.0,86.0,60,68.98,4.97
LUCK,LSTM,Target_High,192.4,17.44,82.56,60,48.15,-15.96
LUCK,Random Forest,Target_Low,134.84,12.35,87.65,60,68.29,9.15
LUCK,XGBoost,Target_Low,133.52,12.51,87.49,60,58.54,10.04
LUCK,LSTM,Target_Low,140.15,13.02,86.98,60,64.81,12.22
LUCK,Linear Regression,Target_Low,136.58,13.12,86.88,60,61.79,7.98
LUCK,GRU,Target_Low,148.8,13.66,86.34,60,57.87,6.8
MARI,XGBoost,Target_High,840.34,149.96,-49.96,60,60.98,1.75
MARI,Random Forest,Target_High,922.41,157.9,-57.9,60,46.34,-7.84
MARI,GRU,Target_High,891.75,159.05,-59.05,60,62.96,3.35
MARI,Linear Regression,Target_High,965.13,163.49,-63.49,60,41.46,-12.83
MARI,LSTM,Target_High,952.12,175.89,-75.89,60,40.28,-3.19
MARI,XGBoost,Target_Low,817.4,152.83,-52.83,60,66.67,2.64
MARI,Random Forest,Target_Low,894.1,159.38,-59.38,60,46.34,-6.5
MARI,GRU,Target_Low,866.7,160.61,-60.61,60,60.19,3.8
MARI,Linear Regression,Target_Low,942.17,166.33,-66.33,60,52.03,-12.23
MARI,LSTM,Target_Low,948.64,176.19,-76.19,60,47.22,-5.3
MCB,GRU,Target_High,20.11,8.0,92.0,60,75.93,18.32
MCB,XGBoost,Target_High,23.68,9.79,90.21,60,70.73,6.08
MCB,LSTM,Target_High,24.7,9.91,90.09,60,54.63,-0.33
MCB,Linear Regression,Target_High,24.95,10.24,89.76,60,56.1,1.05
MCB,Random Forest,Target_High,49.14,20.03,79.97,60,70.33,-94.88
MCB,LSTM,Target_Low,18.6,7.56,92.44,60,72.69,20.47
MCB,GRU,Target_Low,18.6,7.67,92.33,60,65.74,20.46
MCB,XGBoost,Target_Low,23.26,10.03,89.97,60,67.48,3.05
MCB,Linear Regression,Target_Low,23.85,10.14,89.86,60,41.87,0.6
MCB,Random Forest,Target_Low,45.17,19.03,80.97,60,67.07,-88.24
MEBL,GRU,Target_High,23.56,9.83,90.17,60,48.15,-33.17
MEBL,Linear Regression,Target_High,26.11,11.15,88.85,60,42.28,-18.69
MEBL,XGBoost,Target_High,33.98,14.57,85.43,60,43.5,-54.45
MEBL,LSTM,Target_High,35.45,14.82,85.18,60,39.81,-100.36
MEBL,Random Forest,Target_High,42.86,18.38,81.62,60,43.5,-94.8
MEBL,GRU,Target_Low,22.79,9.78,90.22,60,38.89,-34.83
MEBL,Linear Regression,Target_Low,25.12,11.05,88.95,60,30.89,-18.78
MEBL,XGBoost,Target_Low,33.36,14.72,85.28,60,35.37,-57.72
MEBL,LSTM,Target_Low,39.75,17.11,82.89,60,40.74,-135.16
MEBL,Random Forest,Target_Low,41.42,18.26,81.74,60,35.77,-95.87
MLCF,Linear Regression,Target_High,4.58,11.05,88.95,60,60.98,16.53
MLCF,GRU,Target_High,5.41,12.43,87.57,60,66.67,8.63
MLCF,LSTM,Target_High,6.18,14.72,85.28,60,56.94,-4.47
MLCF,XGBoost,Target_High,6.61,15.51,84.49,60,41.46,-20.49
MLCF,Random Forest,Target_High,8.18,18.12,81.88,60,40.65,-49.12
MLCF,Linear Regression,Target_Low,4.13,10.41,89.59,60,67.48,20.05
MLCF,GRU,Target_Low,4.95,11.89,88.11,60,62.96,10.94
MLCF,XGBoost,Target_Low,6.13,15.05,84.95,60,52.85,-18.77
MLCF,LSTM,Target_Low,7.0,17.25,82.75,60,41.2,-25.98
MLCF,Random Forest,Target_Low,7.88,18.12,81.88,60,51.22,-52.68
NESTLE,Linear Regression,Target_High,361.09,5.1,94.9,60,59.91,29.23
NESTLE,XGBoost,Target_High,550.0,7.51,92.49,60,54.25,-7.79
NESTLE,Random Forest,Target_High,558.96,7.63,92.37,60,27.83,-9.55
NESTLE,LSTM,Target_High,569.5,7.99,92.01,60,40.11,-27.19
NESTLE,GRU,Target_High,630.88,8.77,91.23,60,32.97,-40.9
NESTLE,Linear Regression,Target_Low,371.55,5.4,94.6,60,64.62,22.74
NESTLE,XGBoost,Target_Low,526.7,7.41,92.59,60,66.98,-9.52
NESTLE,Random Forest,Target_Low,553.91,7.78,92.22,60,68.87,-15.17
NESTLE,GRU,Target_Low,610.56,8.69,91.31,60,31.32,-51.19
NESTLE,LSTM,Target_Low,764.12,11.04,88.96,60,29.12,-89.22
NETSOL,GRU,Target_High,16.99,11.99,88.01,60,57.41,-1.44
NETSOL,XGBoost,Target_High,17.01,12.12,87.88,60,68.29,3.2
NETSOL,Random Forest,Target_High,16.76,12.33,87.67,60,58.13,4.67
NETSOL,Linear Regression,Target_High,19.74,14.23,85.77,60,53.66,-12.29
NETSOL,LSTM,Target_High,23.72,17.19,82.81,60,62.5,-41.64
NETSOL,GRU,Target_Low,15.34,11.27,88.73,60,55.09,-3.09
NETSOL,Random Forest,Target_Low,15.64,11.99,88.01,60,61.38,1.7
NETSOL,XGBoost,Target_Low,16.18,11.99,88.01,60,57.72,-1.71
NETSOL,Linear Regression,Target_Low,18.13,13.58,86.42,60,39.43,-13.97
NETSOL,LSTM,Target_Low,27.29,19.96,80.04,60,43.98,-83.32
OGDC,LSTM,Target_High,21.81,11.49,88.51,60,76.39,18.23
OGDC,Linear Regression,Target_High,21.84,11.68,88.32,60,81.3,9.92
OGDC,GRU,Target_High,30.23,15.89,84.11,60,50.46,-13.35
OGDC,XGBoost,Target_High,35.98,19.31,80.69,60,26.83,-48.39
OGDC,Random Forest,Target_High,35.61,19.52,80.48,60,32.11,-46.85
OGDC,Linear Regression,Target_Low,20.23,11.24,88.76,60,66.26,11.41
OGDC,GRU,Target_Low,29.07,15.91,84.09,60,43.52,-14.95
OGDC,XGBoost,Target_Low,34.4,18.98,81.02,60,34.15,-50.62
OGDC,Random Forest,Target_Low,33.44,19.12,80.88,60,39.84,-46.41
OGDC,LSTM,Target_Low,35.93,19.94,80.06,60,50.0,-42.07
PAKT,Random Forest,Target_High,140.17,11.92,88.08,60,57.47,11.03
PAKT,XGBoost,Target_High,146.47,12.46,87.54,60,64.25,7.03
PAKT,GRU,Target_High,161.09,13.25,86.75,60,55.5,0.46
PAKT,Linear Regression,Target_High,159.82,13.66,86.34,60,65.61,-1.44
PAKT,LSTM,Target_High,190.97,16.45,83.55,60,50.79,-18.0
PAKT,Random Forest,Target_Low,127.22,11.32,88.68,60,62.9,14.16
PAKT,XGBoost,Target_Low,142.19,12.63,87.37,60,60.18,4.06
PAKT,GRU,Target_Low,150.6,13.06,86.94,60,50.79,-1.04
PAKT,Linear Regression,Target_Low,149.22,13.45,86.55,60,59.28,-0.68
PAKT,LSTM,Target_Low,235.66,21.58,78.42,60,51.83,-58.11
PPL,Linear Regression,Target_High,23.62,14.89,85.11,60,64.23,2.68
PPL,GRU,Target_High,25.73,15.37,84.63,60,61.57,-0.05
PPL,XGBoost,Target_High,26.19,15.91,84.09,60,54.47,-7.9
PPL,LSTM,Target_High,25.7,15.94,84.06,60,56.94,0.04
PPL,Random Forest,Target_High,26.79,16.92,83.08,60,43.9,-10.39
PPL,Linear Regression,Target_Low,21.75,14.24,85.76,60,58.54,2.8
PPL,GRU,Target_Low,24.19,15.11,84.89,60,58.8,-1.65
PPL,XGBoost,Target_Low,25.39,16.02,83.98,60,47.15,-13.47
PPL,Random Forest,Target_Low,24.73,16.23,83.77,60,47.97,-10.5
PPL,LSTM,Target_Low,32.46,21.19,78.81,60,37.96,-36.38
PSO,Linear Regression,Target_High,56.85,17.98,82.02,60,72.76,4.98
PSO,LSTM,Target_High,65.02,20.93,79.07,60,76.85,2.65
PSO,GRU,Target_High,67.64,21.14,78.86,60,60.65,-1.27
PSO,XGBoost,Target_High,70.86,24.03,75.97,60,40.65,-18.43
PSO,Random Forest,Target_High,71.49,25.0,75.0,60,37.8,-19.49
PSO,Linear Regression,Target_Low,53.24,17.59,82.41,60,70.33,5.83
PSO,GRU,Target_Low,63.78,20.83,79.17,60,64.35,-1.11
PSO,LSTM,Target_Low,68.99,23.41,76.59,60,42.13,-9.38
PSO,XGBoost,Target_Low,67.13,23.8,76.2,60,43.9,-18.74
PSO,Random Forest,Target_Low,66.2,24.28,75.72,60,45.12,-17.1
SYS,XGBoost,Target_High,60.61,11.86,88.14,60,65.04,2.35
SYS,Linear Regression,Target_High,64.99,12.46,87.54,60,49.59,-4.7
SYS,GRU,Target_High,66.38,12.54,87.46,60,60.19,2.21
SYS,Random Forest,Target_High,71.48,14.12,85.88,60,53.25,-15.15
SYS,LSTM,Target_High,78.51,15.46,84.54,60,45.37,-15.65
SYS,XGBoost,Target_Low,57.44,11.64,88.36,60,50.81,-4.74
SYS,GRU,Target_Low,60.0,11.73,88.27,60,57.41,-0.82
SYS,Linear Regression,Target_Low,59.5,11.82,88.18,60,47.15,-8.49
SYS,Random Forest,Target_Low,70.45,14.61,85.39,60,46.34,-28.47
SYS,LSTM,Target_Low,100.55,20.43,79.57,60,23.15,-68.97
TRG,LSTM,Target_High,8.28,13.93,86.07,60,77.31,14.38
TRG,GRU,Target_High,9.01,15.14,84.86,60,57.87,6.82
TRG,Linear Regression,Target_High,9.54,15.87,84.13,60,52.44,1.88
TRG,XGBoost,Target_High,11.04,19.0,81.0,60,51.22,-13.62
TRG,Random Forest,Target_High,18.8,32.6,67.4,60,47.15,-93.39
TRG,LSTM,Target_Low,8.68,15.15,84.85,60,71.76,6.73
TRG,GRU,Target_Low,8.64,15.18,84.82,60,66.67,7.14
TRG,Linear Regression,Target_Low,9.12,15.86,84.14,60,66.26,1.98
TRG,XGBoost,Target_Low,11.36,20.34,79.66,60,53.25,-22.15
TRG,Random Forest,Target_Low,18.1,32.66,67.34,60,46.34,-94.64
UBL,LSTM,Target_High,43.91,14.94,85.06,60,68.98,23.95
UBL,Linear Regression,Target_High,48.51,16.25,83.75,60,70.33,6.88
UBL,Random Forest,Target_High,46.12,16.92,83.08,60,76.02,11.47
UBL,XGBoost,Target_High,47.54,17.49,82.51,60,68.7,8.73
UBL,GRU,Target_High,55.32,17.91,82.09,60,62.96,4.19
UBL,LSTM,Target_Low,37.81,12.13,87.87,60,77.78,32.89
UBL,Random Forest,Target_Low,42.13,16.0,84.0,60,73.98,16.97
UBL,Linear Regression,Target_Low,47.86,16.52,83.48,60,43.5,5.67
UBL,XGBoost,Target_Low,43.16,16.61,83.39,60,62.6,14.94
UBL,GRU,Target_Low,54.06,17.95,82.05,60,45.83,4.04
UNITY,Linear Regression,Target_High,5.13,17.2,82.8,60,60.98,-6.86
UNITY,GRU,Target_High,5.46,17.97,82.03,60,45.37,-6.35
UNITY,LSTM,Target_High,6.15,20.74,79.26,60,49.54,-19.77
UNITY,XGBoost,Target_High,7.06,23.51,76.49,60,31.71,-46.97
UNITY,Random Forest,Target_High,10.15,33.17,66.83,60,21.54,-111.21
UNITY,Linear Regression,Target_Low,4.79,16.74,83.26,60,43.9,-10.21
UNITY,GRU,Target_Low,5.06,17.36,82.64,60,43.06,-9.58
UNITY,LSTM,Target_Low,6.03,20.73,79.27,60,32.87,-30.48
UNITY,XGBoost,Target_Low,7.21,25.03,74.97,60,25.61,-65.72
UNITY,Random Forest,Target_Low,9.7,33.01,66.99,60,28.46,-123.0
