Ticker,Model,Target,MAE,MAPE,Accuracy_%,Horizon,Directional_Accuracy_%,Improvement_over_Naive_%
MARI,Linear Regression,Target_High,189.1,28.08,71.92,5,70.73,-26.13
MARI,XGBoost,Target_Low,150.12,20.11,79.89,5,54.88,-5.17
MARI,Random Forest,Target_Low,151.47,20.55,79.45,5,55.69,-6.12
MARI,LSTM,Target_Low,148.41,21.58,78.42,5,60.65,-0.54
MARI,GRU,Target_Low,160.71,23.08,76.92,5,56.02,-8.87
MARI,Linear Regression,Target_Low,165.59,24.61,75.39,5,54.47,-16.0
MCB,Linear Regression,Target_High,7.77,3.29,96.71,5,71.14,1.47
MCB,Random Forest,Target_High,7.78,3.3,96.7,5,69.92,1.34
MCB,XGBoost,Target_High,7.85,3.34,96.66,5,70.73,0.47
MCB,LSTM,Target_High,8.48,3.57,96.43,5,69.44,1.58
MCB,GRU,Target_High,8.98,3.8,96.2,5,68.52,-4.21
MCB,Random Forest,Target_Low,6.87,3.03,96.97,5,58.94,6.41
MCB,XGBoost,Target_Low,7.16,3.17,96.83,5,54.07,2.47
MCB,Linear Regression,Target_Low,7.21,3.18,96.82,5,58.13,1.85
MCB,LSTM,Target_Low,7.56,3.29,96.71,5,57.87,5.67
MCB,GRU,Target_Low,7.84,3.43,96.57,5,53.24,2.18
MEBL,Linear Regression,Target_High,7.92,3.5,96.5,5,69.11,3.63
MEBL,XGBoost,Target_High,8.41,3.71,96.29,5,65.04,-2.37
MEBL,LSTM,Target_High,8.71,3.77,96.23,5,68.52,2.04
MEBL,Random Forest,Target_High,8.66,3.84,96.16,5,63.82,-5.41
MEBL,GRU,Target_High,9.53,4.12,95.88,5,67.13,-7.2
MEBL,Linear Regression,Target_Low,7.48,3.46,96.54,5,57.72,0.82
MEBL,LSTM,Target_Low,7.73,3.48,96.52,5,57.41,3.62
MEBL,GRU,Target_Low,8.42,3.8,96.2,5,47.22,-5.01
MEBL,Random Forest,Target_Low,8.23,3.83,96.17,5,57.32,-9.07
MEBL,XGBoost,Target_Low,8.26,3.83,96.17,5,55.28,-9.47
MLCF,Linear Regression,Target_High,1.41,3.52,96.48,5,63.41,4.71
MLCF,XGBoost,Target_High,1.44,3.59,96.41,5,64.63,2.8
MLCF,Random Forest,Target_High,1.46,3.64,96.36,5,66.26,1.18
MLCF,LSTM,Target_High,1.5,3.73,96.27,5,66.67,3.31
MLCF,GRU,Target_High,1.5,3.77,96.23,5,62.04,3.14
MLCF,Linear Regression,Target_Low,1.28,3.36,96.64,5,62.2,7.14
MLCF,LSTM,Target_Low,1.36,3.55,96.45,5,56.94,5.04
MLCF,XGBoost,Target_Low,1.39,3.63,96.37,5,60.57,-0.78
MLCF,GRU,Target_Low,1.41,3.71,96.29,5,58.33,1.43
MLCF,Random Forest,Target_Low,1.46,3.81,96.19,5,57.72,-5.94
NESTLE,Linear Regression,Target_High,153.64,2.08,97.92,5,60.85,9.11
NESTLE,LSTM,Target_High,153.53,2.12,97.88,5,65.93,0.61
NESTLE,Random Forest,Target_High,195.48,2.65,97.35,5,46.23,-15.65
NESTLE,XGBoost,Target_High,233.83,3.17,96.83,5,39.15,-38.34
NESTLE,GRU,Target_High,255.48,3.55,96.45,5,63.19,-65.39
NESTLE,LSTM,Target_Low,115.94,1.66,98.34,5,76.37,4.0
NESTLE,Linear Regression,Target_Low,145.81,2.05,97.95,5,65.09,-2.2
NESTLE,XGBoost,Target_Low,172.06,2.39,97.61,5,75.47,-20.6
NESTLE,Random Forest,Target_Low,212.48,2.98,97.02,5,75.94,-48.93
NESTLE,GRU,Target_Low,273.06,3.92,96.08,5,42.31,-126.08
NETSOL,GRU,Target_High,6.58,4.83,95.17,5,64.35,4.95
NETSOL,Linear Regression,Target_High,6.48,4.86,95.14,5,68.7,1.01
NETSOL,XGBoost,Target_High,6.51,4.86,95.14,5,63.01,0.48
NETSOL,Random Forest,Target_High,6.52,4.87,95.13,5,67.48,0.47
NETSOL,LSTM,Target_High,6.9,5.04,94.96,5,68.52,0.35
NETSOL,Linear Regression,Target_Low,5.75,4.53,95.47,5,58.54,1.09
NETSOL,GRU,Target_Low,6.05,4.68,95.32,5,60.19,0.4
NETSOL,Random Forest,Target_Low,6.03,4.77,95.23,5,56.91,-3.61
NETSOL,XGBoost,Target_Low,6.05,4.77,95.23,5,57.32,-3.99
NETSOL,LSTM,Target_Low,6.24,4.78,95.22,5,55.09,-2.76
OGDC,LSTM,Target_High,5.46,3.43,96.57,5,77.78,4.41
OGDC,GRU,Target_High,6.08,3.8,96.2,5,75.0,-6.39
OGDC,Linear Regression,Target_High,6.26,4.07,95.93,5,76.02,1.36
OGDC,Random Forest,Target_High,6.47,4.21,95.79,5,70.73,-2.07
OGDC,XGBoost,Target_High,6.6,4.3,95.7,5,65.04,-4.15
OGDC,LSTM,Target_Low,5.13,3.4,96.6,5,52.78,2.66
OGDC,GRU,Target_Low,5.47,3.57,96.43,5,48.61,-3.71
OGDC,Linear Regression,Target_Low,5.67,3.92,96.08,5,50.41,2.78
OGDC,Random Forest,Target_Low,6.02,4.18,95.82,5,52.44,-3.24
OGDC,XGBoost,Target_Low,6.51,4.49,95.51,5,52.44,-11.67
PAKT,Linear Regression,Target_High,47.64,4.39,95.61,5,61.99,7.58
PAKT,XGBoost,Target_High,47.79,4.4,95.6,5,63.35,7.29
PAKT,Random Forest,Target_High,49.0,4.52,95.48,5,61.99,4.94
PAKT,LSTM,Target_High,50.11,4.61,95.39,5,64.4,6.59
PAKT,GRU,Target_High,55.17,4.99,95.01,5,64.4,-2.84
PAKT,Linear Regression,Target_Low,40.86,4.02,95.98,5,70.14,10.26
PAKT,LSTM,Target_Low,41.13,4.02,95.98,5,68.59,10.54
PAKT,XGBoost,Target_Low,42.35,4.17,95.83,5,68.33,6.99
PAKT,Random Forest,Target_Low,43.47,4.3,95.7,5,68.33,4.53
PAKT,GRU,Target_Low,45.59,4.43,95.57,5,60.21,0.84
PPL,LSTM,Target_High,4.87,3.5,96.5,5,71.76,6.88
PPL,GRU,Target_High,5.04,3.66,96.34,5,68.98,3.6
PPL,Linear Regression,Target_High,5.22,3.85,96.15,5,69.11,3.8
PPL,Random Forest,Target_High,5.37,3.91,96.09,5,69.11,0.94
PPL,XGBoost,Target_High,5.56,4.04,95.96,5,67.07,-2.56
PPL,GRU,Target_Low,4.66,3.51,96.49,5,58.33,4.78
PPL,LSTM,Target_Low,4.77,3.54,96.46,5,50.0,2.51
PPL,Linear Regression,Target_Low,4.85,3.77,96.23,5,56.1,5.49
PPL,Random Forest,Target_Low,5.01,3.86,96.14,5,54.88,2.5
PPL,XGBoost,Target_Low,5.21,3.99,96.01,5,55.28,-1.44
PSO,LSTM,Target_High,8.7,3.63,96.37,5,75.0,13.96
PSO,Linear Regression,Target_High,8.97,3.86,96.14,5,71.54,8.8
PSO,GRU,Target_High,9.26,4.01,95.99,5,70.83,8.45
PSO,XGBoost,Target_High,10.18,4.3,95.7,5,64.23,-3.45
PSO,Random Forest,Target_High,10.28,4.35,95.65,5,65.45,-4.5
PSO,LSTM,Target_Low,8.31,3.68,96.32,5,59.26,15.89
PSO,Linear Regression,Target_Low,8.31,3.86,96.14,5,58.54,14.27
PSO,GRU,Target_Low,8.52,3.91,96.09,5,54.17,13.78
PSO,Random Forest,Target_Low,9.38,4.31,95.69,5,53.25,3.24
PSO,XGBoost,Target_Low,9.42,4.31,95.69,5,53.66,2.85
SYS,Random Forest,Target_High,14.43,3.06,96.94,5,63.01,4.71
SYS,Linear Regression,Target_High,14.67,3.1,96.9,5,64.23,3.14
SYS,XGBoost,Target_High,14.95,3.16,96.84,5,60.98,1.3
SYS,LSTM,Target_High,15.3,3.22,96.78,5,69.91,3.99
SYS,GRU,Target_High,16.27,3.44,96.56,5,65.74,-2.1
SYS,Linear Regression,Target_Low,12.66,2.79,97.21,5,63.01,6.53
SYS,Random Forest,Target_Low,12.98,2.87,97.13,5,63.41,4.16
SYS,XGBoost,Target_Low,13.03,2.88,97.12,5,62.6,3.77
SYS,LSTM,Target_Low,13.35,2.9,97.1,5,58.33,4.91
SYS,GRU,Target_Low,14.77,3.24,96.76,5,54.17,-5.21
TRG,Random Forest,Target_High,3.1,4.85,95.15,5,58.13,4.0
TRG,Linear Regression,Target_High,3.12,4.89,95.11,5,58.54,3.24
TRG,XGBoost,Target_High,3.16,4.94,95.06,5,60.98,2.07
TRG,LSTM,Target_High,3.09,4.96,95.04,5,62.04,3.71
TRG,GRU,Target_High,3.12,5.01,94.99,5,63.43,2.83
TRG,Linear Regression,Target_Low,2.87,4.72,95.28,5,70.73,2.18
TRG,LSTM,Target_Low,2.8,4.73,95.27,5,66.2,2.59
TRG,Random Forest,Target_Low,2.97,4.85,95.15,5,67.07,-1.26
TRG,XGBoost,Target_Low,2.98,4.89,95.11,5,65.04,-1.73
TRG,GRU,Target_Low,2.92,4.95,95.05,5,65.74,-1.8
UBL,Random Forest,Target_High,7.95,3.0,97.0,5,78.05,6.92
UBL,Linear Regression,Target_High,8.05,3.04,96.96,5,76.02,5.69
UBL,XGBoost,Target_High,8.08,3.07,96.93,5,76.02,5.38
UBL,LSTM,Target_High,8.9,3.31,96.69,5,77.78,4.8
UBL,GRU,Target_High,9.55,3.57,96.43,5,75.46,-2.11
UBL,Random Forest,Target_Low,7.04,2.75,97.25,5,51.22,9.06
UBL,Linear Regression,Target_Low,7.4,2.89,97.11,5,54.88,4.39
UBL,LSTM,Target_Low,7.59,2.91,97.09,5,51.39,10.97
UBL,XGBoost,Target_Low,7.48,2.93,97.07,5,49.59,3.34
UBL,GRU,Target_Low,8.05,3.13,96.87,5,51.85,5.58
UNITY,Linear Regression,Target_High,1.22,4.25,95.75,5,68.7,3.72
UNITY,LSTM,Target_High,1.28,4.3,95.7,5,73.15,-0.7
UNITY,XGBoost,Target_High,1.34,4.68,95.32,5,57.32,-5.97
UNITY,GRU,Target_High,1.4,4.71,95.29,5,62.5,-10.04
UNITY,Random Forest,Target_High,1.36,4.76,95.24,5,64.63,-7.58
UNITY,Linear Regression,Target_Low,1.11,4.11,95.89,5,58.13,2.64
UNITY,LSTM,Target_Low,1.16,4.11,95.89,5,51.85,-3.3
UNITY,GRU,Target_Low,1.33,4.75,95.25,5,47.69,-18.28
UNITY,XGBoost,Target_Low,1.31,4.88,95.12,5,54.47,-15.23
UNITY,Random Forest,Target_Low,1.32,4.95,95.05,5,52.44,-16.17
BAHL,Linear Regression,Target_High,6.15,5.62,94.38,10,59.76,-2.39
BAHL,XGBoost,Target_High,6.26,5.73,94.27,10,56.91,-4.2
BAHL,GRU,Target_High,6.48,5.81,94.19,10,56.94,-2.5
BAHL,Random Forest,Target_High,6.83,6.31,93.69,10,62.2,-13.81
BAHL,LSTM,Target_High,7.15,6.51,93.49,10,46.76,-13.18
BAHL,Linear Regression,Target_Low,5.61,5.32,94.68,10,47.97,1.55
BAHL,XGBoost,Target_Low,5.71,5.46,94.54,10,47.97,-0.27
BAHL,GRU,Target_Low,6.13,5.72,94.28,10,51.85,-0.08
BAHL,Random Forest,Target_Low,6.18,5.94,94.06,10,49.59,-8.48
BAHL,LSTM,Target_Low,6.63,6.27,93.73,10,49.54,-8.26
COLG,Linear Regression,Target_High,39.19,2.91,97.09,10,54.88,10.67
COLG,LSTM,Target_High,41.51,3.13,96.87,10,49.54,-5.49
COLG,XGBoost,Target_High,42.54,3.14,96.86,10,47.97,3.04
COLG,Random Forest,Target_High,43.31,3.2,96.8,10,43.9,1.29
COLG,GRU,Target_High,43.84,3.26,96.74,10,44.91,-11.41
COLG,LSTM,Target_Low,34.53,2.72,97.28,10,72.69,13.11
COLG,Linear Regression,Target_Low,37.31,2.88,97.12,10,76.02,16.89
COLG,Random Forest,Target_Low,38.63,2.96,97.04,10,78.46,13.94
COLG,XGBoost,Target_Low,39.25,3.0,97.0,10,73.17,12.56
COLG,GRU,Target_Low,41.6,3.2,96.8,10,68.52,-4.7
DGKC,Linear Regression,Target_High,5.26,6.16,93.84,10,64.23,-1.97
DGKC,XGBoost,Target_High,5.47,6.44,93.56,10,60.98,-6.01
DGKC,GRU,Target_High,5.62,6.44,93.56,10,60.19,-7.96
DGKC,Random Forest,Target_High,5.65,6.58,93.42,10,64.63,-9.54
DGKC,LSTM,Target_High,5.86,6.79,93.21,10,62.5,-12.46
DGKC,Linear Regression,Target_Low,4.8,5.89,94.11,10,53.25,-0.46
DGKC,GRU,Target_Low,5.16,6.19,93.81,10,51.85,-8.21
DGKC,Random Forest,Target_Low,5.17,6.29,93.71,10,50.81,-8.34
DGKC,XGBoost,Target_Low,5.11,6.33,93.67,10,50.41,-7.08
DGKC,LSTM,Target_Low,5.25,6.36,93.64,10,51.39,-10.16
EFERT,Linear Regression,Target_High,7.11,4.1,95.9,10,79.27,4.4
EFERT,Random Forest,Target_High,7.47,4.34,95.66,10,68.7,-0.46
EFERT,GRU,Target_High,7.83,4.35,95.65,10,68.52,-1.63
EFERT,LSTM,Target_High,8.19,4.65,95.35,10,75.0,-6.3
EFERT,XGBoost,Target_High,8.37,4.87,95.13,10,63.01,-12.61
EFERT,Linear Regression,Target_Low,6.48,3.91,96.09,10,39.43,5.28
EFERT,LSTM,Target_Low,6.99,4.11,95.89,10,41.2,0.75
EFERT,Random Forest,Target_Low,6.95,4.24,95.76,10,48.78,-1.59
EFERT,GRU,Target_Low,7.34,4.26,95.74,10,43.52,-4.18
EFERT,XGBoost,Target_Low,7.52,4.56,95.44,10,43.09,-9.96
ENGROH,Linear Regression,Target_High,9.9,5.67,94.33,10,66.26,4.06
ENGROH,XGBoost,Target_High,10.65,6.2,93.8,10,56.1,-3.12
ENGROH,LSTM,Target_High,11.04,6.25,93.75,10,65.28,4.03
ENGROH,Random Forest,Target_High,11.32,6.53,93.47,10,57.32,-9.68
ENGROH,GRU,Target_High,12.2,6.79,93.21,10,55.56,-6.04
ENGROH,Linear Regression,Target_Low,8.46,5.1,94.9,10,57.72,7.81
ENGROH,LSTM,Target_Low,9.49,5.72,94.28,10,63.89,6.48
ENGROH,XGBoost,Target_Low,9.7,5.92,94.08,10,54.07,-5.74
ENGROH,GRU,Target_Low,10.63,6.19,93.81,10,48.15,-4.79
ENGROH,Random Forest,Target_Low,10.45,6.38,93.62,10,54.88,-13.97
FFC,Linear Regression,Target_High,14.13,6.29,93.71,10,75.2,7.66
FFC,Random Forest,Target_High,14.96,6.69,93.31,10,61.38,2.24
FFC,LSTM,Target_High,15.35,6.75,93.25,10,81.02,9.78
FFC,XGBoost,Target_High,15.91,7.1,92.9,10,56.5,-3.96
FFC,GRU,Target_High,17.22,7.5,92.5,10,62.04,-1.2
FFC,Linear Regression,Target_Low,12.3,5.8,94.2,10,54.47,11.62
FFC,Random Forest,Target_Low,13.66,6.3,93.7,10,51.63,1.86
FFC,LSTM,Target_Low,13.87,6.43,93.57,10,52.31,10.07
FFC,XGBoost,Target_Low,14.35,6.69,93.31,10,38.62,-3.14
FFC,GRU,Target_Low,15.27,7.03,92.97,10,40.28,1.0
HBL,Random Forest,Target_High,8.7,6.32,93.68,10,56.5,0.61
HBL,XGBoost,Target_High,8.85,6.37,93.63,10,56.91,-1.06
HBL,Linear Regression,Target_High,8.98,6.45,93.55,10,56.1,-2.49
HBL,GRU,Target_High,9.59,6.86,93.14,10,61.57,0.11
HBL,LSTM,Target_High,9.94,7.1,92.9,10,60.19,-3.54
HBL,XGBoost,Target_Low,7.98,5.99,94.01,10,61.38,6.6
HBL,Random Forest,Target_Low,8.0,6.04,93.96,10,56.5,6.33
HBL,Linear Regression,Target_Low,8.2,6.13,93.87,10,54.07,3.92
HBL,GRU,Target_Low,8.92,6.65,93.35,10,55.09,2.92
HBL,LSTM,Target_Low,9.07,6.79,93.21,10,54.17,1.29
HUBC,Linear Regression,Target_High,7.29,5.54,94.46,10,67.07,-2.26
HUBC,LSTM,Target_High,8.06,6.08,93.92,10,65.28,-4.74
HUBC,XGBoost,Target_High,8.1,6.11,93.89,10,53.66,-13.59
HUBC,GRU,Target_High,9.55,7.3,92.7,10,56.94,-23.99
HUBC,Random Forest,Target_High,9.54,7.35,92.65,10,51.63,-33.83
HUBC,Linear Regression,Target_Low,7.1,5.63,94.37,10,48.37,0.68
HUBC,XGBoost,Target_Low,8.25,6.5,93.5,10,48.37,-15.54
HUBC,LSTM,Target_Low,9.05,7.23,92.77,10,38.89,-17.29
HUBC,Random Forest,Target_Low,9.31,7.46,92.54,10,46.34,-30.38
HUBC,GRU,Target_Low,9.56,7.63,92.37,10,38.43,-23.99
ILP,Linear Regression,Target_High,3.72,5.07,94.93,10,48.37,-5.3
ILP,XGBoost,Target_High,3.94,5.38,94.62,10,50.41,-11.64
ILP,Random Forest,Target_High,3.95,5.39,94.61,10,51.63,-11.8
ILP,GRU,Target_High,4.18,5.67,94.33,10,48.15,-10.59
ILP,LSTM,Target_High,4.72,6.42,93.58,10,48.15,-24.93
ILP,Linear Regression,Target_Low,3.44,4.86,95.14,10,60.57,-3.09
ILP,GRU,Target_Low,3.84,5.4,94.6,10,55.56,-9.8
ILP,XGBoost,Target_Low,3.83,5.42,94.58,10,51.63,-14.7
ILP,Random Forest,Target_Low,3.98,5.63,94.37,10,43.09,-19.22
ILP,LSTM,Target_Low,4.43,6.24,93.76,10,54.17,-26.67
INDU,LSTM,Target_High,49.44,2.64,97.36,10,84.72,-0.15
INDU,Linear Regression,Target_High,53.22,2.98,97.02,10,81.71,-4.5
INDU,GRU,Target_High,59.94,3.19,96.81,10,75.0,-21.42
INDU,XGBoost,Target_High,65.29,3.73,96.27,10,70.33,-28.19
INDU,Random Forest,Target_High,67.49,3.78,96.22,10,63.41,-32.52
INDU,LSTM,Target_Low,51.28,2.89,97.11,10,55.09,-4.14
INDU,Linear Regression,Target_Low,51.05,3.0,97.0,10,54.47,0.24
INDU,GRU,Target_Low,59.0,3.3,96.7,10,54.63,-19.83
INDU,XGBoost,Target_Low,60.74,3.61,96.39,10,46.75,-18.7
INDU,Random Forest,Target_Low,64.36,3.78,96.22,10,50.81,-25.76
LUCK,Linear Regression,Target_High,41.5,4.34,95.66,10,67.07,1.51
LUCK,XGBoost,Target_High,41.2,4.36,95.64,10,61.38,2.24
LUCK,Random Forest,Target_High,41.06,4.38,95.62,10,60.98,2.56
LUCK,LSTM,Target_High,47.69,5.01,94.99,10,64.35,-7.2
LUCK,GRU,Target_High,48.83,5.07,94.93,10,48.61,-9.75
LUCK,Random Forest,Target_Low,37.84,4.22,95.78,10,63.82,4.12
LUCK,Linear Regression,Target_Low,38.98,4.26,95.74,10,51.22,1.23
LUCK,XGBoost,Target_Low,38.52,4.28,95.72,10,52.44,2.4
LUCK,GRU,Target_Low,45.11,4.9,95.1,10,44.91,-10.16
LUCK,LSTM,Target_Low,47.79,5.25,94.75,10,41.2,-16.72
MARI,XGBoost,Target_High,262.07,36.15,63.85,10,58.94,-5.59
MARI,Random Forest,Target_High,262.5,36.34,63.66,10,58.54,-5.77
MARI,LSTM,Target_High,263.81,39.64,60.36,10,61.11,-1.45
MARI,GRU,Target_High,301.29,43.1,56.9,10,36.11,-15.86
MARI,Linear Regression,Target_High,316.4,50.37,49.63,10,56.5,-27.48
MARI,XGBoost,Target_Low,261.24,36.73,63.27,10,48.78,-8.16
MARI,Random Forest,Target_Low,255.26,36.77,63.23,10,42.68,-5.68
MARI,LSTM,Target_Low,270.42,41.5,58.5,10,43.98,-7.06
MARI,GRU,Target_Low,293.47,43.75,56.25,10,42.59,-16.18
MARI,Linear Regression,Target_Low,301.44,49.6,50.4,10,43.5,-24.8
MCB,Linear Regression,Target_High,10.96,4.68,95.32,10,67.48,-0.09
MCB,Random Forest,Target_High,11.0,4.69,95.31,10,68.29,-0.45
MCB,GRU,Target_High,11.31,4.75,95.25,10,66.2,4.47
MCB,XGBoost,Target_High,11.66,4.93,95.07,10,71.14,-6.44
MCB,LSTM,Target_High,11.91,5.01,94.99,10,62.5,-0.64
MCB,Linear Regression,Target_Low,10.05,4.45,95.55,10,43.9,1.86
MCB,GRU,Target_Low,10.31,4.48,95.52,10,54.17,6.71
MCB,LSTM,Target_Low,10.39,4.51,95.49,10,44.91,6.05
MCB,Random Forest,Target_Low,10.41,4.62,95.38,10,42.68,-1.69
MCB,XGBoost,Target_Low,10.63,4.69,95.31,10,39.02,-3.78
MEBL,Linear Regression,Target_High,10.77,4.78,95.22,10,69.11,-1.62
MEBL,GRU,Target_High,11.58,5.03,94.97,10,62.04,-1.85
MEBL,Random Forest,Target_High,12.15,5.4,94.6,10,55.28,-14.68
MEBL,XGBoost,Target_High,12.2,5.44,94.56,10,55.69,-15.14
MEBL,LSTM,Target_High,12.53,5.5,94.5,10,62.96,-10.23
MEBL,Linear Regression,Target_Low,10.25,4.72,95.28,10,46.75,-3.6
MEBL,LSTM,Target_Low,11.03,4.99,95.01,10,48.61,-4.95
MEBL,GRU,Target_Low,11.29,5.09,94.91,10,53.24,-7.49
MEBL,Random Forest,Target_Low,11.27,5.21,94.79,10,43.09,-13.93
MEBL,XGBoost,Target_Low,11.75,5.44,94.56,10,39.02,-18.77
MLCF,Linear Regression,Target_High,2.06,5.1,94.9,10,60.16,0.39
MLCF,LSTM,Target_High,2.16,5.31,94.69,10,67.13,0.31
MLCF,GRU,Target_High,2.19,5.38,94.62,10,59.26,-0.75
MLCF,XGBoost,Target_High,2.19,5.4,94.6,10,60.98,-5.9
MLCF,Random Forest,Target_High,2.82,6.82,93.18,10,43.9,-36.18
MLCF,Linear Regression,Target_Low,1.9,4.93,95.07,10,64.63,0.9
MLCF,GRU,Target_Low,2.03,5.26,94.74,10,63.43,-2.91
MLCF,LSTM,Target_Low,2.12,5.49,94.51,10,57.87,-7.66
MLCF,XGBoost,Target_Low,2.2,5.66,94.34,10,55.69,-14.56
MLCF,Random Forest,Target_Low,2.81,7.13,92.87,10,55.69,-46.34
NESTLE,Linear Regression,Target_High,195.97,2.68,97.32,10,64.62,1.84
NESTLE,LSTM,Target_High,239.41,3.29,96.71,10,63.19,-28.89
NESTLE,Random Forest,Target_High,262.79,3.56,96.44,10,58.96,-31.62
NESTLE,XGBoost,Target_High,347.51,4.71,95.29,10,48.11,-74.06
NESTLE,GRU,Target_High,379.5,5.25,94.75,10,52.2,-104.32
NESTLE,LSTM,Target_Low,152.83,2.18,97.82,10,76.92,-5.14
NESTLE,Linear Regression,Target_Low,206.42,2.93,97.07,10,48.58,-21.57
NESTLE,XGBoost,Target_Low,274.8,3.86,96.14,10,67.92,-61.84
NESTLE,Random Forest,Target_Low,311.46,4.44,95.56,10,62.74,-83.43
NESTLE,GRU,Target_Low,357.48,5.11,94.89,10,40.66,-145.93
NETSOL,GRU,Target_High,9.15,6.58,93.42,10,60.19,-1.23
NETSOL,Linear Regression,Target_High,9.07,6.76,93.24,10,60.98,0.28
NETSOL,LSTM,Target_High,9.81,7.05,92.95,10,62.96,-8.51
NETSOL,XGBoost,Target_High,9.6,7.18,92.82,10,51.63,-5.57
NETSOL,Random Forest,Target_High,9.74,7.27,92.73,10,54.47,-7.06
NETSOL,GRU,Target_Low,7.92,5.97,94.03,10,48.61,-4.86
NETSOL,Linear Regression,Target_Low,7.79,6.12,93.88,10,54.47,-0.4
NETSOL,XGBoost,Target_Low,8.49,6.72,93.28,10,56.1,-9.4
NETSOL,Random Forest,Target_Low,8.6,6.81,93.19,10,60.16,-10.78
NETSOL,LSTM,Target_Low,9.53,7.19,92.81,10,55.56,-26.12
OGDC,LSTM,Target_High,7.88,4.85,95.15,10,76.85,6.13
OGDC,GRU,Target_High,8.55,5.2,94.8,10,69.91,-1.83
OGDC,Linear Regression,Target_High,8.87,5.72,94.28,10,75.2,3.98
OGDC,Random Forest,Target_High,9.78,6.17,93.83,10,68.7,-5.77
OGDC,XGBoost,Target_High,9.89,6.19,93.81,10,47.97,-7.04
OGDC,LSTM,Target_Low,7.26,4.69,95.31,10,45.83,5.49
OGDC,GRU,Target_Low,7.74,4.97,95.03,10,45.83,-0.76
OGDC,Linear Regression,Target_Low,7.94,5.41,94.59,10,52.85,5.79
OGDC,XGBoost,Target_Low,9.46,6.34,93.66,10,46.75,-12.27
OGDC,Random Forest,Target_Low,10.16,6.87,93.13,10,44.31,-20.5
PAKT,Linear Regression,Target_High,75.7,6.93,93.07,10,59.28,3.69
PAKT,XGBoost,Target_High,78.01,7.13,92.87,10,58.82,0.75
PAKT,LSTM,Target_High,78.37,7.13,92.87,10,63.87,5.03
PAKT,Random Forest,Target_High,80.38,7.36,92.64,10,57.92,-2.27
PAKT,GRU,Target_High,85.33,7.69,92.31,10,56.02,-3.4
PAKT,Linear Regression,Target_Low,63.56,6.19,93.81,10,64.71,5.67
PAKT,LSTM,Target_Low,64.66,6.22,93.78,10,55.5,7.79
PAKT,XGBoost,Target_Low,69.23,6.76,93.24,10,57.47,-2.74
PAKT,Random Forest,Target_Low,73.28,7.19,92.81,10,53.85,-8.75
PAKT,GRU,Target_Low,75.63,7.28,92.72,10,59.16,-7.85
PPL,LSTM,Target_High,7.63,5.34,94.66,10,73.15,4.58
PPL,Linear Regression,Target_High,7.9,5.73,94.27,10,66.67,3.03
PPL,GRU,Target_High,8.31,5.81,94.19,10,58.8,-3.97
PPL,Random Forest,Target_High,8.04,5.82,94.18,10,68.29,1.42
PPL,XGBoost,Target_High,8.44,6.07,93.93,10,61.38,-3.51
PPL,LSTM,Target_Low,7.03,5.2,94.8,10,58.8,5.2
PPL,Linear Regression,Target_Low,7.26,5.58,94.42,10,63.41,4.65
PPL,Random Forest,Target_Low,7.4,5.62,94.38,10,57.72,2.83
PPL,XGBoost,Target_Low,7.4,5.64,94.36,10,52.44,2.85
PPL,GRU,Target_Low,7.65,5.66,94.34,10,54.17,-3.15
PSO,Linear Regression,Target_High,15.6,6.17,93.83,10,72.36,8.78
PSO,LSTM,Target_High,17.08,6.61,93.39,10,69.44,4.67
PSO,GRU,Target_High,17.71,6.81,93.19,10,66.67,1.2
PSO,Random Forest,Target_High,17.79,7.27,92.73,10,60.57,-3.99
PSO,XGBoost,Target_High,19.14,7.71,92.29,10,47.97,-11.88
PSO,Linear Regression,Target_Low,14.44,6.1,93.9,10,60.57,11.61
PSO,GRU,Target_Low,16.2,6.62,93.38,10,44.91,4.22
PSO,Random Forest,Target_Low,17.29,7.56,92.44,10,52.85,-5.82
PSO,LSTM,Target_Low,17.88,7.56,92.44,10,46.76,-5.74
PSO,XGBoost,Target_Low,17.54,7.61,92.39,10,49.59,-7.33
SYS,Linear Regression,Target_High,21.71,4.55,95.45,10,62.2,3.06
SYS,Random Forest,Target_High,21.66,4.56,95.44,10,58.13,3.27
SYS,XGBoost,Target_High,21.84,4.64,95.36,10,60.16,2.48
SYS,LSTM,Target_High,22.62,4.68,95.32,10,63.43,0.89
SYS,GRU,Target_High,23.23,4.8,95.2,10,60.19,-1.81
SYS,Linear Regression,Target_Low,19.24,4.18,95.82,10,60.16,4.81
SYS,Random Forest,Target_Low,19.49,4.26,95.74,10,67.89,3.58
SYS,LSTM,Target_Low,20.69,4.44,95.56,10,51.85,-2.43
SYS,XGBoost,Target_Low,20.14,4.45,95.55,10,57.32,0.39
SYS,GRU,Target_Low,21.54,4.6,95.4,10,56.48,-6.64
TRG,Linear Regression,Target_High,3.98,6.4,93.6,10,53.25,6.38
TRG,LSTM,Target_High,3.87,6.42,93.58,10,54.17,4.85
TRG,GRU,Target_High,3.93,6.52,93.48,10,56.48,3.4
TRG,XGBoost,Target_High,4.47,7.16,92.84,10,50.41,-5.24
TRG,Random Forest,Target_High,4.63,7.35,92.65,10,49.59,-8.79
TRG,Linear Regression,Target_Low,3.66,6.15,93.85,10,72.76,4.02
TRG,GRU,Target_Low,3.65,6.33,93.67,10,64.35,-2.72
