Ticker,Target,Horizon,N_Rows,Naive_MAE,Best_Single_Model,Best_Single_MAE,Best_Single_Improvement_over_Naive_%,Ensemble_MAE,Ensemble_Beats_Single,Ensemble_Improvement_over_Naive_%,Ensemble_Directional_Accuracy_%,Std_Error,P10,P90
PPL,Open,20,216,11.98,Linear Regression,11.34,5.356418981148499,11.52,False,3.866080778718398,45.37,13.7113,-10.2225,22.1758
PSO,Open,20,216,28.82,Linear Regression,26.89,6.7085883533863795,29.29,False,-1.6388170164438978,51.85,39.252,-11.8514,65.1705
SYS,Open,20,216,30.32,Random Forest,29.09,4.051495676191651,29.19,False,3.730550757964742,47.69,39.4858,-26.9085,63.0146
TRG,Open,20,216,5.16,Linear Regression,4.82,6.571402160984501,5.3,False,-2.751241980842936,51.39,6.5427,-8.8107,7.0127
UBL,Open,20,216,20.81,LSTM,15.53,25.389495505626034,17.34,False,16.666057516760933,71.76,16.8889,-10.221,34.8199
UNITY,Open,20,216,2.65,Linear Regression,2.79,-5.353511031066178,3.31,False,-25.042548618701822,29.63,4.0821,-4.3952,5.8248
BAHL,Close,60,216,17.59,GRU,14.69,16.47547210801697,15.3,False,13.004288651336005,62.5,15.593,-10.4961,28.2888
COLG,Close,60,216,140.07,Linear Regression,113.15,19.21570018393834,96.87,True,30.842647861855568,88.43,115.2858,-122.2787,188.9205
DGKC,Close,60,216,17.0,GRU,14.08,17.16934974025149,15.71,False,7.56377839474231,71.3,15.9175,-16.2413,25.4486
EFERT,Close,60,216,20.4,LSTM,16.13,20.92339248849515,16.31,False,20.054977794803666,75.93,13.3858,-2.31,31.7982
ENGROH,Close,60,216,33.96,GRU,31.71,6.625888629016283,33.66,False,0.8987894253156499,51.39,40.3302,-33.9344,64.2968
FFC,Close,60,216,73.31,LSTM,65.02,11.311586172488738,70.43,False,3.9330802092841806,60.19,47.5448,24.8086,136.7359
HBL,Close,60,216,19.87,LSTM,16.68,16.03790195802411,15.95,True,19.72797749071201,58.8,16.1592,-12.2445,29.6855
HUBC,Close,60,216,25.67,XGBoost,24.2,5.709328201175222,23.45,True,8.649235484622281,51.39,27.2095,-39.3669,33.5783
ILP,Close,60,216,5.97,Linear Regression,8.48,-42.0397030368191,9.23,False,-54.601430344521475,23.15,9.5224,-15.8572,5.3036
INDU,Close,60,216,153.93,XGBoost,142.33,7.533960613206348,153.65,False,0.178534154053124,51.39,128.7969,-31.5041,271.8638
LUCK,Close,60,216,162.31,LSTM,125.19,22.86868379134991,134.13,False,17.36220853065558,74.07,120.6501,-32.4814,276.4929
MARI,Close,60,216,911.23,GRU,876.81,3.777548046119816,892.14,False,2.0954410435608377,56.94,1251.0625,-2718.451,589.6835
MCB,Close,60,216,23.82,GRU,19.18,19.470189702885158,16.07,True,32.544961535204166,80.09,21.3859,-17.2212,38.8862
MEBL,Close,60,216,17.27,Linear Regression,20.73,-20.050388270014388,25.61,False,-48.34345087942463,45.37,32.0781,-31.8001,53.6184
MLCF,Close,60,216,5.74,Linear Regression,4.69,18.217847432453578,5.19,False,9.491364259546222,62.96,5.5777,-4.0463,10.8406
NESTLE,Close,60,182,419.63,Linear Regression,363.48,13.382710033235561,509.88,False,-21.50682427078037,25.82,556.372,-614.5817,836.9461
NETSOL,Close,60,216,15.73,Random Forest,13.39,14.865427039754243,14.0,False,10.982748044741381,65.28,15.6675,-19.4912,21.8569
OGDC,Close,60,216,25.95,Linear Regression,22.57,13.020693016578484,27.32,False,-5.280681346531042,41.2,23.3094,1.6142,61.9759
PAKT,Close,60,191,154.61,Random Forest,143.87,6.947449018291356,139.74,True,9.618304363770793,64.92,173.3468,-133.2631,331.2479
PPL,Close,60,216,24.61,LSTM,23.15,5.917776632404583,23.51,False,4.4718994450342695,61.11,25.3958,-6.8914,53.7602
PSO,Close,60,216,64.75,Linear Regression,60.97,5.8328464840485,66.3,False,-2.3888423068807803,44.91,75.4108,-20.7324,180.3863
SYS,Close,60,216,63.68,GRU,63.14,0.8561354089796581,63.84,False,-0.24706721663152026,45.83,71.4988,-56.9432,132.3106
TRG,Close,60,216,9.5,GRU,8.95,5.820466463636482,10.49,False,-10.42748845252922,53.24,11.0395,-19.2104,11.9467
UBL,Close,60,216,57.01,LSTM,40.36,29.200336180705,44.75,False,21.512543433937417,75.93,24.5239,13.3585,71.1835
UNITY,Close,60,216,4.95,GRU,5.29,-6.8347428320502726,6.59,False,-33.09610288069352,12.5,6.6595,-7.1359,11.0787
BAHL,Open,60,216,17.67,GRU,14.77,16.44655965695624,16.35,False,7.472847628150583,59.72,16.5444,-13.2159,29.8228
COLG,Open,60,216,137.92,Linear Regression,111.05,19.481689975623755,108.9,True,21.041546263285785,86.57,132.092,-114.2301,259.2367
DGKC,Open,60,216,17.06,GRU,14.33,15.994027629648363,16.06,False,5.8453500434445855,68.06,15.9723,-17.0246,25.8548
EFERT,Open,60,216,20.38,LSTM,16.11,20.93507759484806,17.43,False,14.468256936013123,73.15,12.3039,-0.565,32.2017
ENGROH,Open,60,216,34.19,GRU,31.77,7.0641835963132555,33.61,False,1.6914745228411348,50.0,39.7549,-30.9397,64.7787
FFC,Open,60,216,73.03,LSTM,63.64,12.854402666020748,69.74,False,4.506307513361602,61.57,47.0026,26.0646,135.969
HBL,Open,60,216,19.95,XGBoost,18.86,5.432927715604981,18.14,True,9.048395398473321,59.26,18.1241,-12.7106,34.6966
HUBC,Open,60,216,25.68,Linear Regression,25.28,1.5817061082201083,24.57,True,4.3279308648164845,47.69,28.2133,-40.1103,33.997
ILP,Open,60,216,5.88,Linear Regression,8.42,-43.303409083373026,9.47,False,-61.18034209647167,16.2,9.7045,-15.4722,7.3445
INDU,Open,60,216,159.54,XGBoost,148.3,7.04648383484942,157.74,False,1.1249295076658128,57.87,112.64,31.8441,286.66
LUCK,Open,60,216,163.03,XGBoost,144.01,11.661772974706306,146.4,False,10.19899025972889,71.3,129.9239,-31.2607,303.8706
MARI,Open,60,216,913.69,LSTM,862.4,5.613379578405338,874.49,False,4.290557244441337,73.61,1233.7637,-2685.8905,573.6567
MCB,Open,60,216,23.9,GRU,19.2,19.649974240778036,16.39,True,31.413422332947132,77.78,20.1984,-10.6006,41.8727
MEBL,Open,60,216,17.15,Linear Regression,20.52,-19.694768595509494,24.36,False,-42.08035834751685,40.74,31.2142,-27.2696,57.9281
MLCF,Open,60,216,5.72,Linear Regression,4.68,18.174098107565648,5.44,False,5.021264107660864,54.17,5.7607,-4.6983,10.5842
NESTLE,Open,60,182,412.6,Linear Regression,320.02,22.437970513840995,506.49,False,-22.7575489865261,23.08,551.0281,-570.8438,796.2637
NETSOL,Open,60,216,15.95,Random Forest,13.52,15.267809114927578,13.71,False,14.058223754316566,72.69,15.3432,-13.859,24.8553
OGDC,Open,60,216,25.91,Linear Regression,22.45,13.355113490452007,26.47,False,-2.171646298484565,35.19,24.713,-0.3561,61.3976
PAKT,Open,60,191,154.99,GRU,157.16,-1.3980275088463385,143.53,True,7.393116117964992,66.49,176.8427,-111.9081,339.5166
PPL,Open,60,216,24.73,Linear Regression,23.81,3.7232916079884,24.07,False,2.6708888843575957,52.78,26.7057,-8.6116,57.8049
PSO,Open,60,216,64.43,Linear Regression,60.84,5.564323055271603,66.17,False,-2.7085651056643223,58.8,76.2708,-13.5494,179.5937
SYS,Open,60,216,64.1,GRU,62.37,2.708861966635354,64.36,False,-0.4056544920221884,48.15,74.0183,-54.6153,139.7456
TRG,Open,60,216,9.32,GRU,8.82,5.373422125590473,10.38,False,-11.414145555551505,52.31,11.2509,-19.9117,12.2345
UBL,Open,60,216,56.67,Random Forest,41.94,25.98537967160727,47.73,False,15.77125302902687,76.85,25.9756,12.1498,74.9985
UNITY,Open,60,216,4.94,GRU,5.21,-5.4170689572577775,6.48,False,-31.14770967090117,11.57,6.6119,-6.6261,10.7191
