Model,Target,Horizon,Epoch,Train_Loss,Val_Loss
GRU,Low,5,10,0.002338526551966065,0.0034044308122247458
GRU,Low,5,11,0.002266798719039836,0.0034367400221526623
GRU,Low,5,12,0.002223090474895067,0.0034301693085581064
GRU,Low,5,13,0.0021497442271573345,0.00357875251211226
GRU,Low,5,14,0.002077618288316631,0.0035720928572118282
GRU,Low,5,15,0.0020074151489094796,0.0038259299471974373
GRU,Low,5,16,0.0019607823950274915,0.003679722547531128
LSTM,High,10,1,0.006659196689724922,0.007700590416789055
LSTM,High,10,2,0.005846222396939993,0.008115529082715511
LSTM,High,10,3,0.005446941126137972,0.009391050785779953
LSTM,High,10,4,0.0049684494733810425,0.010084271430969238
LSTM,High,10,5,0.004481879528611898,0.010309838689863682
LSTM,High,10,6,0.004007017705589533,0.010901045054197311
LSTM,High,10,7,0.0035412039142102003,0.010889461264014244
LSTM,High,10,8,0.00317671918310225,0.010713739320635796
LSTM,High,10,9,0.0028929882682859898,0.011217720806598663
LSTM,High,10,10,0.0026646258775144815,0.012225738726556301
LSTM,High,10,11,0.00245747622102499,0.010935185477137566
GRU,High,10,1,0.00836064695308443,0.008764853700995445
GRU,High,10,2,0.006073722711280357,0.009207196533679962
GRU,High,10,3,0.005745160286071713,0.009019006974995136
GRU,High,10,4,0.005513812704449673,0.009082883596420288
GRU,High,10,5,0.005266125736877157,0.009740506298840046
GRU,High,10,6,0.004933683113406103,0.009872348979115486
GRU,High,10,7,0.004667703342573451,0.01090677548199892
GRU,High,10,8,0.004351172720416576,0.010384532622992992
GRU,High,10,9,0.004128431804373229,0.011449974961578846
GRU,High,10,10,0.0039009777848562624,0.01084393635392189
GRU,High,10,11,0.0036944809030374165,0.010680127888917923
LSTM,Low,10,1,0.0065239062532782555,0.007175987120717764
LSTM,Low,10,2,0.005450670141726732,0.007163246627897024
LSTM,Low,10,3,0.005043929908424616,0.009480244480073452
LSTM,Low,10,4,0.00470608239993453,0.009669863618910313
LSTM,Low,10,5,0.0043187253177165985,0.009196421131491661
LSTM,Low,10,6,0.0039046246092766523,0.008747277781367302
LSTM,Low,10,7,0.003500484162941575,0.008406714536249638
LSTM,Low,10,8,0.0031679521780461073,0.009896604344248772
LSTM,Low,10,9,0.002918737707659602,0.010028938762843609
LSTM,Low,10,10,0.0026718247681856155,0.010880060493946075
LSTM,Low,10,11,0.002429796615615487,0.010207906365394592
LSTM,Low,10,12,0.002244457835331559,0.011210675351321697
GRU,Low,10,1,0.00814830868834711,0.007366395555436611
GRU,Low,10,2,0.005773182023358999,0.00786946713924408
GRU,Low,10,3,0.005440769176257548,0.008001675829291344
GRU,Low,10,4,0.0052094501398698865,0.007918705232441425
GRU,Low,10,5,0.004965842142209049,0.00879158265888691
GRU,Low,10,6,0.004662681542887278,0.008826962672173977
GRU,Low,10,7,0.004401658248456334,0.009995200671255589
GRU,Low,10,8,0.004111284913065583,0.009500738233327866
GRU,Low,10,9,0.0039085634191136955,0.010061060078442097
GRU,Low,10,10,0.0036910215763476277,0.00987840536981821
GRU,Low,10,11,0.003506060088471725,0.009778893552720547
LSTM,High,20,1,0.013070883229374886,0.0171909648925066
LSTM,High,20,2,0.010760674253106117,0.01747310534119606
LSTM,High,20,3,0.009169447235763073,0.01934664137661457
LSTM,High,20,4,0.007536895573139191,0.019852057099342346
LSTM,High,20,5,0.006317338440567255,0.019168198108673096
LSTM,High,20,6,0.005309767555445433,0.022016536444425583
LSTM,High,20,7,0.004616614896804094,0.021400507539510727
LSTM,High,20,8,0.00394905311986804,0.022832177579402924
LSTM,High,20,9,0.003503345651552081,0.021917546167969704
LSTM,High,20,10,0.003131833393126726,0.022962262853980064
LSTM,High,20,11,0.002857496030628681,0.0228872187435627
GRU,High,20,1,0.01459320495032057,0.017761975526809692
GRU,High,20,2,0.01186156383149906,0.018799390643835068
GRU,High,20,3,0.010926047821447057,0.01924009621143341
GRU,High,20,4,0.009912961698921606,0.020962553098797798
GRU,High,20,5,0.008770842448773868,0.021853039041161537
GRU,High,20,6,0.007798502309059098,0.023113925009965897
GRU,High,20,7,0.007011907826055942,0.024325726553797722
GRU,High,20,8,0.006315437836712134,0.02441314235329628
GRU,High,20,9,0.005726373575295433,0.024909608066082
GRU,High,20,10,0.0051613081441197655,0.02394726686179638
GRU,High,20,11,0.004863891502142021,0.027125487104058266
LSTM,Low,20,1,0.011838942766189575,0.014392198994755745
LSTM,Low,20,2,0.009964866563677788,0.014372700825333595
LSTM,Low,20,3,0.008492073975503445,0.01672407053411007
LSTM,Low,20,4,0.007086865603923798,0.016837134957313538
LSTM,Low,20,5,0.0058968644589185715,0.017820099368691444
LSTM,Low,20,6,0.004967946093529463,0.01972070522606373
LSTM,Low,20,7,0.0042375437915325165,0.019000045955181122
LSTM,Low,20,8,0.0037104778457432985,0.018519364297389984
LSTM,Low,20,9,0.0031985652167350054,0.019510621204972267
LSTM,Low,20,10,0.0029355387669056654,0.019043436273932457
LSTM,Low,20,11,0.0026791980490088463,0.01841447688639164
LSTM,Low,20,12,0.0025006902869790792,0.018843460828065872
GRU,Low,20,1,0.013935596798574038,0.01530993077903986
GRU,Low,20,2,0.011146492279571532,0.01665574125945568
GRU,Low,20,3,0.010227044499059382,0.01696818321943283
GRU,Low,20,4,0.009272883853984835,0.018762776628136635
GRU,Low,20,5,0.008290933748975542,0.01919577084481716
GRU,Low,20,6,0.007440658075128091,0.019814202561974525
GRU,Low,20,7,0.006705518565232972,0.021418970078229904
GRU,Low,20,8,0.006047958962135229,0.02194146066904068
GRU,Low,20,9,0.005504320163187746,0.022181522101163864
GRU,Low,20,10,0.0049992170326776065,0.021085523068904877
GRU,Low,20,11,0.0047436039482019535,0.023155173286795616
LSTM,High,60,1,0.03685219958424568,0.07281509786844254
LSTM,High,60,2,0.023061450570821762,0.0842694342136383
LSTM,High,60,3,0.016751199960708618,0.0771404430270195
LSTM,High,60,4,0.013312654569745064,0.09076134115457535
LSTM,High,60,5,0.01000131294131279,0.08341808617115021
LSTM,High,60,6,0.00828548427671194,0.08721121400594711
LSTM,High,60,7,0.007262038066983223,0.0847313329577446
LSTM,High,60,8,0.005999854300171137,0.08374129235744476
LSTM,High,60,9,0.0053068785928189754,0.08674857765436172
LSTM,High,60,10,0.004975616931915283,0.08172890543937683
LSTM,High,60,11,0.004644216503947973,0.08922083675861359
GRU,High,60,1,0.04564461665418518,0.06367461383342743
GRU,High,60,2,0.03804606106919002,0.07005961984395981
GRU,High,60,3,0.02880256567820488,0.0767395943403244
GRU,High,60,4,0.02236594036206459,0.0770551934838295
GRU,High,60,5,0.01881364174287484,0.08565451949834824
GRU,High,60,6,0.01587295756016046,0.08777885138988495
GRU,High,60,7,0.01382835818371499,0.08589881658554077
GRU,High,60,8,0.012141400719732192,0.08818181604146957
GRU,High,60,9,0.010707611710727576,0.08559418469667435
GRU,High,60,10,0.009721139604563956,0.08455230295658112
GRU,High,60,11,0.008721591163099032,0.08617234975099564
LSTM,Low,60,1,0.03774292394518852,0.07279456406831741
LSTM,Low,60,2,0.023889459669589996,0.0717194452881813
LSTM,Low,60,3,0.017793091014027596,0.0741473063826561
LSTM,Low,60,4,0.013886537402868271,0.06902570277452469
LSTM,Low,60,5,0.010455909185111523,0.07014264166355133
LSTM,Low,60,6,0.008513947017490864,0.07468485832214355
LSTM,Low,60,7,0.007436487358063459,0.07302271574735641
LSTM,Low,60,8,0.005933576729148626,0.07496359199285507
LSTM,Low,60,9,0.005303818732500076,0.07314248383045197
LSTM,Low,60,10,0.0047157881781458855,0.07452540099620819
LSTM,Low,60,11,0.004325108136981726,0.07196494191884995
LSTM,Low,60,12,0.0040834336541593075,0.07442978024482727
LSTM,Low,60,13,0.003736819140613079,0.07194450497627258
LSTM,Low,60,14,0.003550667315721512,0.07874374836683273
GRU,Low,60,1,0.04334488365612003,0.05700145289301872
GRU,Low,60,2,0.03596902002084571,0.06393110007047653
GRU,Low,60,3,0.027419211573058024,0.07023551315069199
GRU,Low,60,4,0.021627865037447822,0.07123786956071854
GRU,Low,60,5,0.018213501954842063,0.0776810348033905
GRU,Low,60,6,0.015422220854773528,0.07836953550577164
GRU,Low,60,7,0.013496476522272378,0.07670745253562927
GRU,Low,60,8,0.011956742157985905,0.07746922224760056
GRU,Low,60,9,0.010626732357266593,0.07703995704650879
GRU,Low,60,10,0.009674004623797737,0.0767691507935524
GRU,Low,60,11,0.008664553947449614,0.08017624169588089
