Ticker,Model,Target,MAE,MAPE,Accuracy_%,FeatureSet
PSO,LSTM,Target_Low,2.42,1.16,98.84,"New (return target, stationary features)"
PSO,LSTM,Target_Low,12.36,4.82,95.18,"Old (price target, raw features)"
PSO,Linear Regression,Target_Low,2.55,1.26,98.74,"New (return target, stationary features)"
PSO,Linear Regression,Target_Low,2.82,1.4,98.6,"Old (price target, raw features)"
PSO,Random Forest,Target_Low,2.61,1.27,98.73,"New (return target, stationary features)"
PSO,Random Forest,Target_Low,2.76,1.36,98.64,"Old (price target, raw features)"
PSO,XGBoost,Target_Low,2.6,1.28,98.72,"New (return target, stationary features)"
PSO,XGBoost,Target_Low,4.12,1.78,98.22,"Old (price target, raw features)"
SYS,LSTM,Target_High,5.87,1.23,98.77,"New (return target, stationary features)"
SYS,LSTM,Target_High,10.63,2.24,97.76,"Old (price target, raw features)"
SYS,Linear Regression,Target_High,5.29,1.12,98.88,"New (return target, stationary features)"
SYS,Linear Regression,Target_High,5.25,1.11,98.89,"Old (price target, raw features)"
SYS,Random Forest,Target_High,5.19,1.09,98.91,"New (return target, stationary features)"
SYS,Random Forest,Target_High,6.53,1.41,98.59,"Old (price target, raw features)"
SYS,XGBoost,Target_High,5.17,1.08,98.92,"New (return target, stationary features)"
SYS,XGBoost,Target_High,7.42,1.57,98.43,"Old (price target, raw features)"
SYS,LSTM,Target_Low,4.92,1.09,98.91,"New (return target, stationary features)"
SYS,LSTM,Target_Low,9.82,2.16,97.84,"Old (price target, raw features)"
SYS,Linear Regression,Target_Low,4.85,1.08,98.92,"New (return target, stationary features)"
SYS,Linear Regression,Target_Low,4.74,1.06,98.94,"Old (price target, raw features)"
SYS,Random Forest,Target_Low,4.82,1.08,98.92,"New (return target, stationary features)"
SYS,Random Forest,Target_Low,5.69,1.27,98.73,"Old (price target, raw features)"
SYS,XGBoost,Target_Low,4.82,1.08,98.92,"New (return target, stationary features)"
SYS,XGBoost,Target_Low,5.7,1.27,98.73,"Old (price target, raw features)"
TRG,LSTM,Target_High,1.08,1.73,98.27,"New (return target, stationary features)"
TRG,LSTM,Target_High,12.08,20.71,79.29,"Old (price target, raw features)"
TRG,Linear Regression,Target_High,1.01,1.58,98.42,"New (return target, stationary features)"
TRG,Linear Regression,Target_High,1.39,2.22,97.78,"Old (price target, raw features)"
TRG,Random Forest,Target_High,1.0,1.56,98.44,"New (return target, stationary features)"
TRG,Random Forest,Target_High,1.0,1.56,98.44,"Old (price target, raw features)"
TRG,XGBoost,Target_High,1.01,1.57,98.43,"New (return target, stationary features)"
TRG,XGBoost,Target_High,1.08,1.7,98.3,"Old (price target, raw features)"
TRG,LSTM,Target_Low,0.93,1.58,98.42,"New (return target, stationary features)"
TRG,LSTM,Target_Low,17.77,31.37,68.63,"Old (price target, raw features)"
TRG,Linear Regression,Target_Low,0.93,1.54,98.46,"New (return target, stationary features)"
TRG,Linear Regression,Target_Low,1.38,2.31,97.69,"Old (price target, raw features)"
TRG,Random Forest,Target_Low,0.93,1.54,98.46,"New (return target, stationary features)"
TRG,Random Forest,Target_Low,0.96,1.58,98.42,"Old (price target, raw features)"
TRG,XGBoost,Target_Low,0.94,1.56,98.44,"New (return target, stationary features)"
TRG,XGBoost,Target_Low,0.94,1.55,98.45,"Old (price target, raw features)"
UBL,LSTM,Target_High,3.45,1.26,98.74,"New (return target, stationary features)"
UBL,LSTM,Target_High,7.59,2.8,97.2,"Old (price target, raw features)"
UBL,Linear Regression,Target_High,2.91,1.09,98.91,"New (return target, stationary features)"
UBL,Linear Regression,Target_High,2.81,1.05,98.95,"Old (price target, raw features)"
UBL,Random Forest,Target_High,2.86,1.07,98.93,"New (return target, stationary features)"
UBL,Random Forest,Target_High,3.41,1.26,98.74,"Old (price target, raw features)"
UBL,XGBoost,Target_High,2.91,1.09,98.91,"New (return target, stationary features)"
UBL,XGBoost,Target_High,7.37,2.65,97.35,"Old (price target, raw features)"
UBL,LSTM,Target_Low,2.55,0.96,99.04,"New (return target, stationary features)"
UBL,LSTM,Target_Low,7.12,2.75,97.25,"Old (price target, raw features)"
UBL,Linear Regression,Target_Low,2.4,0.93,99.07,"New (return target, stationary features)"
UBL,Linear Regression,Target_Low,2.61,1.04,98.96,"Old (price target, raw features)"
UBL,Random Forest,Target_Low,2.3,0.9,99.1,"New (return target, stationary features)"
UBL,Random Forest,Target_Low,3.09,1.24,98.76,"Old (price target, raw features)"
UBL,XGBoost,Target_Low,2.39,0.94,99.06,"New (return target, stationary features)"
UBL,XGBoost,Target_Low,8.13,3.0,97.0,"Old (price target, raw features)"
UNITY,LSTM,Target_High,0.41,1.45,98.55,"New (return target, stationary features)"
UNITY,LSTM,Target_High,20.76,74.47,25.53,"Old (price target, raw features)"
UNITY,Linear Regression,Target_High,0.37,1.34,98.66,"New (return target, stationary features)"
UNITY,Linear Regression,Target_High,1.4,5.06,94.94,"Old (price target, raw features)"
UNITY,Random Forest,Target_High,0.38,1.36,98.64,"New (return target, stationary features)"
UNITY,Random Forest,Target_High,0.4,1.42,98.58,"Old (price target, raw features)"
UNITY,XGBoost,Target_High,0.38,1.35,98.65,"New (return target, stationary features)"
UNITY,XGBoost,Target_High,0.54,1.96,98.04,"Old (price target, raw features)"
UNITY,LSTM,Target_Low,0.3,1.13,98.87,"New (return target, stationary features)"
UNITY,LSTM,Target_Low,22.54,83.3,16.7,"Old (price target, raw features)"
UNITY,Linear Regression,Target_Low,0.31,1.2,98.8,"New (return target, stationary features)"
UNITY,Linear Regression,Target_Low,1.13,4.5,95.5,"Old (price target, raw features)"
UNITY,Random Forest,Target_Low,0.33,1.26,98.74,"New (return target, stationary features)"
UNITY,Random Forest,Target_Low,0.37,1.41,98.59,"Old (price target, raw features)"
UNITY,XGBoost,Target_Low,0.32,1.25,98.75,"New (return target, stationary features)"
UNITY,XGBoost,Target_Low,0.39,1.52,98.48,"Old (price target, raw features)"
